params,train_score,test_score,score_difference
"{'C': np.float64(0.19197051616629648), 'l1_ratio': np.float64(0.1014715428660321), 'max_iter': 5000, 'penalty': 'l1', 'solver': 'saga'}",0.6614976791913147,0.6502978950779701,0.011199784113344657
"{'C': np.float64(0.10778765841014329), 'l1_ratio': np.float64(0.9922115592912175), 'max_iter': 3000, 'penalty': 'l2', 'solver': 'saga'}",0.6583596837679484,0.6471446979575776,0.011214985810370837
"{'C': np.float64(0.15184862773986776), 'l1_ratio': np.float64(0.6278944149486361), 'max_iter': 3000, 'penalty': 'l2', 'solver': 'saga'}",0.6632164319303577,0.6495227467380653,0.013693685192292415
"{'C': np.float64(0.15061583846218687), 'l1_ratio': np.float64(0.16080805141749865), 'max_iter': 4000, 'penalty': 'l2', 'solver': 'saga'}",0.6632164319303577,0.6495227467380653,0.013693685192292415
"{'C': np.float64(0.1052037699531582), 'l1_ratio': np.float64(0.352568856334169), 'max_iter': 5000, 'penalty': 'elasticnet', 'solver': 'saga'}",0.6602927660934256,0.6460849839121611,0.014207782181264506
"{'C': np.float64(0.28075363615520865), 'l1_ratio': np.float64(0.4938937151834346), 'max_iter': 5000, 'penalty': 'elasticnet', 'solver': 'saga'}",0.6645562219530531,0.6401612256078271,0.024394996345226017
"{'C': np.float64(0.6641157902710025), 'l1_ratio': np.float64(0.7219987722668247), 'max_iter': 4000, 'penalty': 'l2', 'solver': 'saga'}",0.6672308765478095,0.6377222012175832,0.029508675330226386
"{'C': np.float64(0.47348188749214415), 'l1_ratio': np.float64(0.8226005606596583), 'max_iter': 4000, 'penalty': 'elasticnet', 'solver': 'saga'}",0.6679779322783644,0.6377222012175832,0.030255731060781277
"{'C': np.float64(0.5771612769164879), 'l1_ratio': np.float64(0.5660372104940763), 'max_iter': 5000, 'penalty': 'l1', 'solver': 'saga'}",0.669887202650241,0.6391015115624108,0.030785691087830247
"{'C': np.float64(0.5645041271999772), 'l1_ratio': np.float64(0.6075448519014384), 'max_iter': 3000, 'penalty': 'l1', 'solver': 'saga'}",0.669887202650241,0.6391015115624108,0.030785691087830247
"{'C': np.float64(0.45942273796742084), 'l1_ratio': np.float64(0.46559801813246016), 'max_iter': 5000, 'penalty': 'l2', 'solver': 'saga'}",0.667606867138404,0.6363428908727556,0.03126397626564836
"{'C': np.float64(0.7505159298527951), 'l1_ratio': np.float64(0.9488855372533332), 'max_iter': 4000, 'penalty': 'l2', 'solver': 'saga'}",0.6680438846778908,0.6366015115624108,0.03144237311547993
"{'C': np.float64(0.5043358953843134), 'l1_ratio': np.float64(0.7106628896857874), 'max_iter': 4000, 'penalty': 'l2', 'solver': 'saga'}",0.6672308765478095,0.6339038664825117,0.03332701006529781
"{'C': np.float64(0.5072880231897013), 'l1_ratio': np.float64(0.8554605840110072), 'max_iter': 3000, 'penalty': 'l2', 'solver': 'saga'}",0.6672308765478095,0.6339038664825117,0.03332701006529781
"{'C': np.float64(0.7355835028602363), 'l1_ratio': np.float64(0.3109823217156622), 'max_iter': 3000, 'penalty': 'elasticnet', 'solver': 'saga'}",0.6686316935193972,0.6314648420922678,0.03716685142712939
"{'C': np.float64(1.370605126518848), 'l1_ratio': np.float64(0.5222432600548044), 'max_iter': 3000, 'penalty': 'l1', 'solver': 'saga'}",0.6755038515742547,0.6377222012175832,0.03778165035667158
"{'C': np.float64(0.7489224710898156), 'l1_ratio': np.float64(0.2539154139343447), 'max_iter': 4000, 'penalty': 'elasticnet', 'solver': 'saga'}",0.6711183418168425,0.6303441524370954,0.04077418937974708
"{'C': np.float64(3.3255076423860053), 'l1_ratio': np.float64(0.8486697949246744), 'max_iter': 3000, 'penalty': 'elasticnet', 'solver': 'saga'}",0.676091660415761,0.6352831768273393,0.04080848358842171
"{'C': np.float64(2.965412521282844), 'l1_ratio': np.float64(0.5908332605690108), 'max_iter': 4000, 'penalty': 'l1', 'solver': 'saga'}",0.6756308309226735,0.6339038664825117,0.04172696444016177
"{'C': np.float64(1.9433367433137005), 'l1_ratio': np.float64(0.08087296661719767), 'max_iter': 5000, 'penalty': 'l1', 'solver': 'saga'}",0.6750430220811671,0.6328441524370954,0.04219886964407171
"{'C': np.float64(2.0884240408880514), 'l1_ratio': np.float64(0.71134195274865), 'max_iter': 5000, 'penalty': 'l1', 'solver': 'saga'}",0.6764676510063554,0.6339038664825117,0.042563784523843684
"{'C': np.float64(1.7465585314294174), 'l1_ratio': np.float64(0.534089419375442), 'max_iter': 4000, 'penalty': 'l1', 'solver': 'saga'}",0.6758560302112484,0.6328441524370954,0.04301187777415305
"{'C': np.float64(2.895603417967586), 'l1_ratio': np.float64(0.883494022266259), 'max_iter': 3000, 'penalty': 'l1', 'solver': 'saga'}",0.6756308309226735,0.6325245561376841,0.04310627478498941
"{'C': np.float64(2.5929222914887498), 'l1_ratio': np.float64(0.41038292303562973), 'max_iter': 5000, 'penalty': 'l1', 'solver': 'saga'}",0.6756308309226735,0.6325245561376841,0.04310627478498941
"{'C': np.float64(2.9093450968738077), 'l1_ratio': np.float64(0.5426960831582485), 'max_iter': 3000, 'penalty': 'l1', 'solver': 'saga'}",0.6756308309226735,0.6325245561376841,0.04310627478498941
"{'C': np.float64(2.813490317738959), 'l1_ratio': np.float64(0.8287375091519293), 'max_iter': 4000, 'penalty': 'l1', 'solver': 'saga'}",0.6756308309226735,0.6325245561376841,0.04310627478498941
"{'C': np.float64(2.76781014275285), 'l1_ratio': np.float64(0.9766149558326529), 'max_iter': 4000, 'penalty': 'elasticnet', 'solver': 'saga'}",0.6756308309226735,0.6325245561376841,0.04310627478498941
"{'C': np.float64(1.7122128725400443), 'l1_ratio': np.float64(0.9296976523425731), 'max_iter': 3000, 'penalty': 'l2', 'solver': 'saga'}",0.6721431681978356,0.6289648420922678,0.04317832610556782
"{'C': np.float64(1.3016464780564219), 'l1_ratio': np.float64(0.3418796667164016), 'max_iter': 3000, 'penalty': 'elasticnet', 'solver': 'saga'}",0.6736183931559788,0.6303441524370954,0.04327424071888342
"{'C': np.float64(2.3879816549162247), 'l1_ratio': np.float64(0.07697990982879299), 'max_iter': 5000, 'penalty': 'elasticnet', 'solver': 'saga'}",0.6737691844579983,0.6304051280468514,0.04336405641114682
"{'C': np.float64(2.052429877980445), 'l1_ratio': np.float64(0.7224521152615053), 'max_iter': 5000, 'penalty': 'elasticnet', 'solver': 'saga'}",0.675480039620654,0.6314648420922678,0.04401519752838612
"{'C': np.float64(4.672651616137285), 'l1_ratio': np.float64(0.8420230750119814), 'max_iter': 4000, 'penalty': 'elasticnet', 'solver': 'saga'}",0.6744656441555984,0.6303441524370953,0.0441214917185031
"{'C': np.float64(3.3320293202075524), 'l1_ratio': np.float64(0.5187906217433661), 'max_iter': 3000, 'penalty': 'l1', 'solver': 'saga'}",0.6756308309226735,0.6314648420922678,0.04416598883040568
"{'C': np.float64(3.243559810763267), 'l1_ratio': np.float64(0.5085706911647028), 'max_iter': 4000, 'penalty': 'l1', 'solver': 'saga'}",0.6756308309226735,0.6314648420922678,0.04416598883040568
"{'C': np.float64(1.548948720912231), 'l1_ratio': np.float64(0.489452760277563), 'max_iter': 4000, 'penalty': 'elasticnet', 'solver': 'saga'}",0.6750430220811671,0.6304051280468514,0.04463789403431562
"{'C': np.float64(2.059828624191452), 'l1_ratio': np.float64(0.045227288910538066), 'max_iter': 3000, 'penalty': 'l1', 'solver': 'saga'}",0.6764676510063554,0.6314648420922678,0.04500280891408759
"{'C': np.float64(3.845401188473625), 'l1_ratio': np.float64(0.9507143064099162), 'max_iter': 5000, 'penalty': 'l1', 'solver': 'saga'}",0.6756308309226735,0.6304051280468514,0.04522570287582206
"{'C': np.float64(2.8864646423661147), 'l1_ratio': np.float64(0.9082658859666537), 'max_iter': 5000, 'penalty': 'l2', 'solver': 'saga'}",0.6737691844579982,0.6279051280468514,0.04586405641114677
"{'C': np.float64(4.43520737580742), 'l1_ratio': np.float64(0.7440426429991154), 'max_iter': 4000, 'penalty': 'l1', 'solver': 'saga'}",0.6740048146625108,0.6279051280468515,0.04609968661565933
"{'C': np.float64(1.006064345328208), 'l1_ratio': np.float64(0.6183860093330873), 'max_iter': 5000, 'penalty': 'l1', 'solver': 'saga'}",0.6754855230819297,0.6289648420922678,0.04652068098966189
"{'C': np.float64(5.493422419156507), 'l1_ratio': np.float64(0.8074401551640625), 'max_iter': 3000, 'penalty': 'elasticnet', 'solver': 'saga'}",0.6744656441555984,0.6279051280468514,0.04656051610874701
"{'C': np.float64(3.9292687475378982), 'l1_ratio': np.float64(0.9717120953891037), 'max_iter': 5000, 'penalty': 'l1', 'solver': 'saga'}",0.6748178227925921,0.6279051280468515,0.04691269474574056
"{'C': np.float64(4.493365018657701), 'l1_ratio': np.float64(0.2017192023353962), 'max_iter': 5000, 'penalty': 'l1', 'solver': 'saga'}",0.6748178227925921,0.6279051280468515,0.04691269474574056
"{'C': np.float64(4.523522297311044), 'l1_ratio': np.float64(0.23978735915740323), 'max_iter': 4000, 'penalty': 'l1', 'solver': 'saga'}",0.6748178227925921,0.6279051280468515,0.04691269474574056
"{'C': np.float64(4.088244424445531), 'l1_ratio': np.float64(0.8164318732193839), 'max_iter': 3000, 'penalty': 'l1', 'solver': 'saga'}",0.6756308309226735,0.6279051280468515,0.04772570287582201
"{'C': np.float64(6.068501579464869), 'l1_ratio': np.float64(0.44583275285359114), 'max_iter': 5000, 'penalty': 'elasticnet', 'solver': 'saga'}",0.6740048146625108,0.6254661036566075,0.048538711005903346
"{'C': np.float64(6.932635188254582), 'l1_ratio': np.float64(0.6099966577826209), 'max_iter': 5000, 'penalty': 'elasticnet', 'solver': 'saga'}",0.6740048146625108,0.6254661036566075,0.048538711005903346
"{'C': np.float64(6.676128923003433), 'l1_ratio': np.float64(0.5683086033354716), 'max_iter': 5000, 'penalty': 'elasticnet', 'solver': 'saga'}",0.6740048146625108,0.6254661036566075,0.048538711005903346
"{'C': np.float64(6.671113285001669), 'l1_ratio': np.float64(0.43567289867789105), 'max_iter': 3000, 'penalty': 'elasticnet', 'solver': 'saga'}",0.6740048146625108,0.6254661036566075,0.048538711005903346
