params,train_score,test_score,score_difference
"{'C': np.float64(10.062536997579242), 'l1_ratio': np.float64(0.9654193512887936), 'max_iter': 3000, 'penalty': 'l1', 'solver': 'saga'}",0.6525624176493168,0.6289332239528248,0.023629193696491968
"{'C': np.float64(8.048113035416485), 'l1_ratio': np.float64(0.5026370931051921), 'max_iter': 5000, 'penalty': 'l1', 'solver': 'saga'}",0.6529625777133424,0.6289332239528248,0.024029353760517624
"{'C': np.float64(8.121969807540397), 'l1_ratio': np.float64(0.07455064367977082), 'max_iter': 5000, 'penalty': 'l1', 'solver': 'saga'}",0.6529625777133424,0.6289332239528248,0.024029353760517624
"{'C': np.float64(9.249596755437807), 'l1_ratio': np.float64(0.8500385777897993), 'max_iter': 4000, 'penalty': 'l1', 'solver': 'saga'}",0.6529625777133424,0.6289332239528248,0.024029353760517624
"{'C': np.float64(8.05792669436101), 'l1_ratio': np.float64(0.8900053418175663), 'max_iter': 5000, 'penalty': 'elasticnet', 'solver': 'saga'}",0.6529625777133424,0.6289332239528248,0.024029353760517624
"{'C': np.float64(9.736199770892528), 'l1_ratio': np.float64(0.8530094554673601), 'max_iter': 5000, 'penalty': 'l1', 'solver': 'saga'}",0.6529625777133424,0.6289332239528248,0.024029353760517624
"{'C': np.float64(7.7855401430630895), 'l1_ratio': np.float64(0.04360377175443375), 'max_iter': 4000, 'penalty': 'l1', 'solver': 'saga'}",0.6531540752238748,0.6289332239528248,0.024220851271050003
"{'C': np.float64(1.9433367433137005), 'l1_ratio': np.float64(0.08087296661719767), 'max_iter': 5000, 'penalty': 'l1', 'solver': 'saga'}",0.6543863370397978,0.6300806708834042,0.024305666156393513
"{'C': np.float64(1.370605126518848), 'l1_ratio': np.float64(0.5222432600548044), 'max_iter': 3000, 'penalty': 'l1', 'solver': 'saga'}",0.6543863370397978,0.6300002232369446,0.02438611380285316
"{'C': np.float64(9.88892858275009), 'l1_ratio': np.float64(0.4867421529594551), 'max_iter': 5000, 'penalty': 'elasticnet', 'solver': 'saga'}",0.6535454646563601,0.6289332239528248,0.024612240703535293
"{'C': np.float64(4.692488919658671), 'l1_ratio': np.float64(0.33370861113902184), 'max_iter': 5000, 'penalty': 'l2', 'solver': 'saga'}",0.6536203469976682,0.6283359872307608,0.02528435976690746
"{'C': np.float64(3.9509772860192527), 'l1_ratio': np.float64(0.8511366715168569), 'max_iter': 5000, 'penalty': 'l2', 'solver': 'saga'}",0.6536203469976682,0.6282555395843012,0.025364807413366997
"{'C': np.float64(3.6864678129616393), 'l1_ratio': np.float64(0.25416364906973876), 'max_iter': 4000, 'penalty': 'l2', 'solver': 'saga'}",0.6536203469976682,0.6282555395843012,0.025364807413366997
"{'C': np.float64(3.3078006497173584), 'l1_ratio': np.float64(0.18651851039985423), 'max_iter': 3000, 'penalty': 'elasticnet', 'solver': 'saga'}",0.6536203469976682,0.6282555395843012,0.025364807413366997
"{'C': np.float64(3.85582952639944), 'l1_ratio': np.float64(0.093981939840869), 'max_iter': 5000, 'penalty': 'elasticnet', 'solver': 'saga'}",0.6536203469976682,0.6282555395843012,0.025364807413366997
"{'C': np.float64(3.954165025399161), 'l1_ratio': np.float64(0.015966252220214194), 'max_iter': 4000, 'penalty': 'elasticnet', 'solver': 'saga'}",0.6536203469976682,0.6282555395843012,0.025364807413366997
"{'C': np.float64(6.821355474058786), 'l1_ratio': np.float64(0.7616196153287176), 'max_iter': 5000, 'penalty': 'l1', 'solver': 'saga'}",0.6531540752238748,0.6277622637654711,0.025391811458403746
"{'C': np.float64(7.103578299727713), 'l1_ratio': np.float64(0.8466611422383059), 'max_iter': 4000, 'penalty': 'l1', 'solver': 'saga'}",0.6531540752238748,0.6277622637654711,0.025391811458403746
"{'C': np.float64(6.012977877077271), 'l1_ratio': np.float64(0.27472179299006416), 'max_iter': 5000, 'penalty': 'l1', 'solver': 'saga'}",0.6531540752238748,0.6277622637654711,0.025391811458403746
"{'C': np.float64(7.018951976926932), 'l1_ratio': np.float64(0.6519612595026005), 'max_iter': 3000, 'penalty': 'l1', 'solver': 'saga'}",0.6531540752238748,0.6277622637654711,0.025391811458403746
"{'C': np.float64(6.984999007653664), 'l1_ratio': np.float64(0.05819359550844361), 'max_iter': 4000, 'penalty': 'l1', 'solver': 'saga'}",0.6531540752238748,0.6277622637654711,0.025391811458403746
"{'C': np.float64(7.00937738102466), 'l1_ratio': np.float64(0.3867353463005374), 'max_iter': 4000, 'penalty': 'l1', 'solver': 'saga'}",0.6531540752238748,0.6277622637654711,0.025391811458403746
"{'C': np.float64(6.159599747810113), 'l1_ratio': np.float64(0.926300878513349), 'max_iter': 4000, 'penalty': 'l1', 'solver': 'saga'}",0.6531540752238748,0.6277622637654711,0.025391811458403746
"{'C': np.float64(3.3255076423860053), 'l1_ratio': np.float64(0.8486697949246744), 'max_iter': 3000, 'penalty': 'elasticnet', 'solver': 'saga'}",0.6538030738766604,0.6283359872307608,0.025467086645899584
"{'C': np.float64(2.965412521282844), 'l1_ratio': np.float64(0.5908332605690108), 'max_iter': 4000, 'penalty': 'l1', 'solver': 'saga'}",0.6538030738766604,0.6283359872307608,0.025467086645899584
"{'C': np.float64(3.243559810763267), 'l1_ratio': np.float64(0.5085706911647028), 'max_iter': 4000, 'penalty': 'l1', 'solver': 'saga'}",0.6538030738766604,0.6283359872307608,0.025467086645899584
"{'C': np.float64(3.3320293202075524), 'l1_ratio': np.float64(0.5187906217433661), 'max_iter': 3000, 'penalty': 'l1', 'solver': 'saga'}",0.6538030738766604,0.6283359872307608,0.025467086645899584
